module,game_version,rva,length,auto_name,function_name,namespace,content_hash,signature,signature_source,decompile_quality,edge_reason
WHGame.dll,release_1_5_1164953_841,0x400288,615,FUN_180400288,,,dae3e11444c6eb02cd60fda0fca39aa30cbfa5352ccfb1199a82876bf66a16c1,undefined FUN_180400288(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x4004f0,24,FUN_1804004f0,,,4ef907819d2b0dd0689979a59089d110bde7d72e3a68df66ecce5d263512536c,undefined FUN_1804004f0(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x400508,344,FUN_180400508,,,019e9fe418a3148d07c1b3a5e27c4bb1325862b67aff111c9a5d2506b4cebbfe,undefined FUN_180400508(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x40061c,240,FUN_18040061c,,,7d732c0690f8bbbdd6a111b2fd9c8310f5e5c2e85ae19c20c4c191abbe2f74f5,undefined FUN_18040061c(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x40070c,95,FUN_18040070c,,,dde692381859f9e09245f90a0602ecfc16f1f74f58811be35425b923784344b0,undefined FUN_18040070c(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x40076c,68,FUN_18040076c,,,6f36cf0e05df0e9535c64cca1ae5738e08f022d300da0af979cb0819620d7664,undefined FUN_18040076c(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x4007b0,52,FUN_1804007b0,,,45d149ddf969e43525138a5d529eafa476c746d9365056fb59fbf8db98dea0a8,undefined FUN_1804007b0(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x4007e4,48,FUN_1804007e4,,,3138ba8d83ade5b9ad73bfa9c17427513329b019e46267609015d963ee122cc2,undefined FUN_1804007e4(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x400814,129,FUN_180400814,,,074a845421bbf1541b11d92d11ec7efef5061661eaf30a76a964fae3c29a38e8,undefined FUN_180400814(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x400898,266,FUN_180400898,,,39754cd8018efeed6ff7df728569d6e3841d25598388bdea8b2ca7c07410a18f,undefined FUN_180400898(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x4009a4,377,FUN_1804009a4,,,3649b4aa81d2e7bc109c5f10ab5cd4cf21f867697b69968e581a885f3cab81f5,undefined FUN_1804009a4(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x400b20,37,FUN_180400b20,,,9976e9be9cd9dd7eed75572dbfd683780db841cb9b3e174351189ccb48bf1b58,undefined FUN_180400b20(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x400b48,1092,FUN_180400b48,,,5d20d14410013bb32e1d0ad623ac404706df30f13fb185916766ec5221292eb6,undefined FUN_180400b48(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x400f8c,348,FUN_180400f8c,,,a94b980419374134eabe4dc94bfeaa6e6fcace456929ec23091aa0137a7f8d6a,undefined FUN_180400f8c(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x4010e8,166,FUN_1804010e8,,,87ece349371a9350a0d29602e46490b8e5446c152c70a919a9be8a31d3334d49,undefined FUN_1804010e8(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x401190,295,FUN_180401190,,,f5044d1516b0856a52ef0745207d245b1c28af2c51af47afae9ea3d12d677631,undefined FUN_180401190(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x4012c0,165,FUN_1804012c0,,,ce28fda3d7098d7f69ed4f8df7bc528293485d0d6ee60cc9764f80daa090a750,undefined FUN_1804012c0(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x401368,175,FUN_180401368,,,2310e152907105d863e32cb5b3e7365ca44486f6ab67bd93dbc2746dd1bb65f1,undefined FUN_180401368(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x401418,156,FUN_180401418,,,a7d791d1977ec5411e037f45e5ad14e59159ac96a68dad519bf23524d4784318,undefined FUN_180401418(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x4014b4,123,FUN_1804014b4,,,86c8925da9fe082677f3ec9572b030b49430a45e980eb2df68f9d956860760c7,undefined FUN_1804014b4(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x401530,129,FUN_180401530,,,a728845d357647f2f488b5f40dee724afa6310d310bcbe9551c121570fc8b5cd,undefined FUN_180401530(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x40159c,230,FUN_18040159c,,,037c05e73549820ffd714af3e2cfe3c954ffdac2b8560418edc4de90b079051f,undefined FUN_18040159c(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x401684,221,FUN_180401684,,,abbc84f59a79d5271f7103f5de9202af667adcf9b0708bdee4690804ff5a9092,undefined FUN_180401684(),ghidra,clean,
WHGame.dll,release_1_5_1164953_841,0x401764,897,FUN_180401764,,,f6659dc86c081b5d122f6b9d745725ead4d097192cd337cc31021063f7187469,undefined FUN_180401764(),ghidra,clean,
