=== references to DAT_18492b850 (write = assignment of the enumerator) ===
  READ from 0x180a71efb  in FUN_180a71dd0 @ 0x180a71dd0
  READ from 0x180a71f20  in FUN_180a71dd0 @ 0x180a71dd0
  READ from 0x180a71f5a  in FUN_180a71dd0 @ 0x180a71dd0
  READ from 0x180a71fb2  in FUN_180a71dd0 @ 0x180a71dd0
  READ from 0x180a71fe1  in FUN_180a71dd0 @ 0x180a71dd0
  READ from 0x180a71ff6  in FUN_180a71dd0 @ 0x180a71dd0
  READ from 0x180add453  in FUN_180add398 @ 0x180add398
  READ from 0x180add55d  in FUN_180add398 @ 0x180add398
  READ from 0x180add57d  in FUN_180add398 @ 0x180add398
  READ from 0x180aea587  in FUN_180aea508 @ 0x180aea508
  READ from 0x180aeaf72  in FUN_180aeae38 @ 0x180aeae38
  READ from 0x180aeb549  in FUN_180aeae38 @ 0x180aeae38
  READ from 0x180b0565f  in FUN_180b05628 @ 0x180b05628
  READ from 0x180b74fbf  in FUN_180b74edc @ 0x180b74edc
  READ from 0x1836f4712  in FUN_1836f4448 @ 0x1836f4448
  READ from 0x180b980e8  in FUN_180b980b8 @ 0x180b980b8
  READ from 0x180c17d1b  in FUN_180c17c48 @ 0x180c17c48
  READ from 0x180c18a1d  in FUN_180c18910 @ 0x180c18910
  READ from 0x18197963a  in FUN_181979590 @ 0x181979590
  READ from 0x180d1d572  in FUN_180d1d54c @ 0x180d1d54c
  READ from 0x18185626f  in FUN_181856238 @ 0x181856238
  READ from 0x180d2aa1a  in FUN_180d2a9f8 @ 0x180d2a9f8
  READ from 0x180d2b5d9  in FUN_180d2b5ac @ 0x180d2b5ac
  READ from 0x180da1bd6  in FUN_180da19cc @ 0x180da19cc
  READ from 0x180da217d  in FUN_180da2140 @ 0x180da2140
  READ from 0x180dab4c1  in FUN_180dab4ac @ 0x180dab4ac
  READ from 0x180dab4d6  in FUN_180dab4ac @ 0x180dab4ac
  READ from 0x180e3f1fd  in FUN_180e3f148 @ 0x180e3f148
  READ from 0x180e3f915  in FUN_180e3f8d8 @ 0x180e3f8d8
  READ from 0x180f95d03  in FUN_180f95c00 @ 0x180f95c00
  READ from 0x1810b6d93  in FUN_1810b6d84 @ 0x1810b6d84
  READ from 0x1811a4c6d  in FUN_1811a4bac @ 0x1811a4bac
  READ from 0x1811a465e  in FUN_1811a4588 @ 0x1811a4588
  READ from 0x1811a4692  in FUN_1811a4588 @ 0x1811a4588
  READ from 0x1811a46ad  in FUN_1811a4588 @ 0x1811a4588
  READ from 0x1811a4908  in FUN_1811a48b4 @ 0x1811a48b4
  READ from 0x1811a5ae8  in FUN_1811a5a80 @ 0x1811a5a80
  READ from 0x1811a789c  in FUN_1811a786c @ 0x1811a786c
  READ from 0x181224d39  in FUN_181224d1c @ 0x181224d1c
  READ from 0x181224d5b  in FUN_181224d1c @ 0x181224d1c
  READ from 0x1812dc623  in FUN_1812dc5f0 @ 0x1812dc5f0
  READ from 0x181312ccc  in FUN_181312b18 @ 0x181312b18
  READ from 0x1813437c0  in FUN_1813437b4 @ 0x1813437b4
  READ from 0x18235d8a4  in FUN_181400b50 @ 0x181400b50
  READ from 0x182dabc35  in FUN_182dabc10 @ 0x182dabc10
  READ from 0x1815a09e4  in FUN_1815a09e0 @ 0x1815a09e0
  READ from 0x18182bed0  in FUN_18182bec0 @ 0x18182bec0
  READ from 0x18182dde9  in FUN_18182ddb4 @ 0x18182ddb4
  READ from 0x1818994e8  in FUN_1818994a0 @ 0x1818994a0
  READ from 0x18193daac  in FUN_18193da9c @ 0x18193da9c
  READ from 0x1819a3691  in FUN_1819a3628 @ 0x1819a3628
  READ from 0x1819a3711  in FUN_1819a3628 @ 0x1819a3628
  READ from 0x1819a372e  in FUN_1819a3628 @ 0x1819a3628
  READ from 0x1819b4a5c  in FUN_1819b4a38 @ 0x1819b4a38
  READ from 0x1819c684a  in FUN_1819c681c @ 0x1819c681c
  READ from 0x1819d4690  in FUN_1819d4680 @ 0x1819d4680
  READ from 0x1819dd07c  in FUN_1819dd058 @ 0x1819dd058
  READ from 0x181dd83c7  in FUN_181dd83b0 @ 0x181dd83b0
  READ from 0x181dddab3  in FUN_181ddda50 @ 0x181ddda50
  READ from 0x181de6257  in FUN_181de6240 @ 0x181de6240
  READ from 0x181e2ae02  in FUN_181e2adb0 @ 0x181e2adb0
  READ from 0x181fec9d1  in FUN_181fec920 @ 0x181fec920
  READ from 0x18241711c  in FUN_182417020 @ 0x182417020
  READ from 0x1824174aa  in FUN_18241720c @ 0x18241720c
  READ from 0x1824174d4  in FUN_18241720c @ 0x18241720c
  READ from 0x18241770b  in FUN_18241769c @ 0x18241769c
  READ from 0x182417733  in FUN_18241769c @ 0x18241769c
  READ from 0x182417756  in FUN_18241769c @ 0x18241769c
  READ from 0x182417770  in FUN_18241769c @ 0x18241769c
  READ from 0x18241778d  in FUN_18241769c @ 0x18241769c
  READ from 0x1824177d9  in FUN_18241769c @ 0x18241769c
  READ from 0x18241782d  in FUN_18241769c @ 0x18241769c
  READ from 0x182417886  in FUN_18241785c @ 0x18241785c
  READ from 0x182417af2  in FUN_182417a3c @ 0x182417a3c
  READ from 0x182417b20  in FUN_182417a3c @ 0x182417a3c
  READ from 0x182417b3a  in FUN_182417a3c @ 0x182417a3c
  READ from 0x182417b57  in FUN_182417a3c @ 0x182417a3c
  READ from 0x182417bc0  in FUN_182417a3c @ 0x182417a3c
  READ from 0x182417c14  in FUN_182417a3c @ 0x182417a3c
  READ from 0x182418bac  in FUN_182418b48 @ 0x182418b48
  READ from 0x182418bf4  in FUN_182418b48 @ 0x182418b48
  READ from 0x18241b034  in FUN_18241aff4 @ 0x18241aff4
  READ from 0x18241b1f1  in FUN_18241b1c0 @ 0x18241b1c0
  READ from 0x18241b23e  in FUN_18241b1c0 @ 0x18241b1c0
  READ from 0x18241b3f4  in FUN_18241b374 @ 0x18241b374
  READ from 0x18241b40e  in FUN_18241b374 @ 0x18241b374
  READ from 0x18241d6a9  in FUN_18241d664 @ 0x18241d664
  READ from 0x18241d6f3  in FUN_18241d664 @ 0x18241d664
  READ from 0x18241d72d  in FUN_18241d664 @ 0x18241d664
  READ from 0x18241d78d  in FUN_18241d664 @ 0x18241d664
  READ from 0x18241d815  in FUN_18241d664 @ 0x18241d664
  READ from 0x18241d866  in FUN_18241d664 @ 0x18241d664
  READ from 0x18241da1c  in FUN_18241d94c @ 0x18241d94c
  READ from 0x18241daf5  in FUN_18241dad0 @ 0x18241dad0
  READ from 0x18241db0d  in FUN_18241dad0 @ 0x18241dad0
  READ from 0x1824243cb  in FUN_182424378 @ 0x182424378
  READ from 0x182424a75  in FUN_1824249f8 @ 0x1824249f8
  READ from 0x182424aff  in FUN_1824249f8 @ 0x1824249f8
  READ from 0x182426785  in FUN_1824265d8 @ 0x1824265d8
  READ from 0x18242687f  in FUN_182426830 @ 0x182426830
  READ from 0x18242849c  in FUN_182428354 @ 0x182428354
  READ from 0x182435ac4  in FUN_182435a40 @ 0x182435a40
  READ from 0x182435fb0  in FUN_182435f2c @ 0x182435f2c
  READ from 0x1824360cf  in FUN_18243603c @ 0x18243603c
  READ from 0x182436128  in FUN_18243603c @ 0x18243603c
  READ from 0x182436144  in FUN_18243603c @ 0x18243603c
  READ from 0x182436157  in FUN_18243603c @ 0x18243603c
  READ from 0x1824361aa  in FUN_18243603c @ 0x18243603c
  READ from 0x18243d8a8  in FUN_18243d8a4 @ 0x18243d8a4
  READ from 0x18243df86  in FUN_18243dec8 @ 0x18243dec8
  READ from 0x18243ee57  in FUN_18243ee20 @ 0x18243ee20
  READ from 0x18243f4f6  in FUN_18243f4d8 @ 0x18243f4d8
  READ from 0x18243fcb4  in FUN_18243fc40 @ 0x18243fc40
  READ from 0x18243d862  in FUN_18243d85c @ 0x18243d85c
  READ from 0x182440e0b  in FUN_182440d80 @ 0x182440d80
  READ from 0x182440e61  in FUN_182440d80 @ 0x182440d80
  READ from 0x182440eb7  in FUN_182440d80 @ 0x182440d80
  READ from 0x18244c1a4  in FUN_18244c194 @ 0x18244c194
  READ from 0x18244dabf  in FUN_18244da9c @ 0x18244da9c
  READ from 0x18244dade  in FUN_18244da9c @ 0x18244da9c
  READ from 0x18244dafa  in FUN_18244da9c @ 0x18244da9c
  READ from 0x18244db0d  in FUN_18244da9c @ 0x18244da9c
  READ from 0x18244db81  in FUN_18244da9c @ 0x18244da9c
  READ from 0x18244dba5  in FUN_18244da9c @ 0x18244da9c
  READ from 0x18244dee2  in FUN_18244dd9c @ 0x18244dd9c
  READ from 0x18244df1c  in FUN_18244dd9c @ 0x18244dd9c
  READ from 0x18244df83  in FUN_18244dd9c @ 0x18244dd9c
  READ from 0x18244e11b  in FUN_18244e0e8 @ 0x18244e0e8
  READ from 0x18244e187  in FUN_18244e0e8 @ 0x18244e0e8
  READ from 0x18244e1c7  in FUN_18244e0e8 @ 0x18244e0e8
  READ from 0x18244f9c0  in FUN_18244f99c @ 0x18244f99c
  READ from 0x18244fb33  in FUN_18244fb14 @ 0x18244fb14
  READ from 0x1824517ae  in FUN_182451674 @ 0x182451674
  READ from 0x182451887  in FUN_182451844 @ 0x182451844
  READ from 0x1824518b2  in FUN_182451844 @ 0x182451844
  READ from 0x1824518c8  in FUN_182451844 @ 0x182451844
  READ from 0x182455d43  in FUN_182455d08 @ 0x182455d08
  READ from 0x182459ad2  in FUN_182459ab0 @ 0x182459ab0
  READ from 0x182459afe  in FUN_182459ab0 @ 0x182459ab0
  READ from 0x182459b1c  in FUN_182459ab0 @ 0x182459ab0
  READ from 0x18245af5d  in FUN_18245af54 @ 0x18245af54
  READ from 0x18245b0ad  in FUN_18245b080 @ 0x18245b080
  READ from 0x18245b12a  in FUN_18245b080 @ 0x18245b080
  READ from 0x18245b4b8  in FUN_18245b3ac @ 0x18245b3ac
  READ from 0x18245b4f7  in FUN_18245b3ac @ 0x18245b3ac
  READ from 0x18245b520  in FUN_18245b3ac @ 0x18245b3ac
  READ from 0x18245b54f  in FUN_18245b3ac @ 0x18245b3ac
  READ from 0x18245b583  in FUN_18245b3ac @ 0x18245b3ac
  READ from 0x182460ba8  in FUN_182460b84 @ 0x182460b84
  READ from 0x182460bc6  in FUN_182460b84 @ 0x182460b84
  READ from 0x182460be2  in FUN_182460b84 @ 0x182460b84
  READ from 0x18245c448  in FUN_18245c3fc @ 0x18245c3fc
  READ from 0x18245c520  in FUN_18245c3fc @ 0x18245c3fc
  READ from 0x18245c549  in FUN_18245c3fc @ 0x18245c3fc
  READ from 0x18245c58c  in FUN_18245c3fc @ 0x18245c3fc
  READ from 0x18245c632  in FUN_18245c3fc @ 0x18245c3fc
  READ from 0x18245c6b7  in FUN_18245c3fc @ 0x18245c3fc
  READ from 0x18245c6d7  in FUN_18245c3fc @ 0x18245c3fc
  READ from 0x18245da84  in FUN_18245da44 @ 0x18245da44
  READ from 0x18245db60  in FUN_18245da44 @ 0x18245da44
  READ from 0x18245db80  in FUN_18245da44 @ 0x18245da44
  READ from 0x18245dd67  in FUN_18245dd38 @ 0x18245dd38
  READ from 0x18245dd81  in FUN_18245dd38 @ 0x18245dd38
  READ from 0x18245ddc5  in FUN_18245dd38 @ 0x18245dd38
  READ from 0x182460cfb  in FUN_182460c34 @ 0x182460c34
  READ from 0x182460df4  in FUN_182460c34 @ 0x182460c34
  READ from 0x182460e84  in FUN_182460c34 @ 0x182460c34
  READ from 0x182460ea9  in FUN_182460c34 @ 0x182460c34
  READ from 0x18245be33  in FUN_18245bdf0 @ 0x18245bdf0
  READ from 0x18245beb6  in FUN_18245bdf0 @ 0x18245bdf0
  READ from 0x18245d1b4  in FUN_18245d0e4 @ 0x18245d0e4
  READ from 0x18245e014  in FUN_18245df70 @ 0x18245df70
  READ from 0x18245e04d  in FUN_18245df70 @ 0x18245df70
  READ from 0x18246c156  in FUN_18246c144 @ 0x18246c144
  READ from 0x18246c162  in FUN_18246c144 @ 0x18246c144
  READ from 0x18247339c  in FUN_182473380 @ 0x182473380
  READ from 0x18247a7a3  in FUN_18247a76c @ 0x18247a76c
  READ from 0x1824812ed  in FUN_1824812e0 @ 0x1824812e0
  READ from 0x182483e81  in FUN_182483e74 @ 0x182483e74
  READ from 0x18248783d  in FUN_1824877d4 @ 0x1824877d4
  READ from 0x1824c357e  in FUN_1824c3554 @ 0x1824c3554
  READ from 0x1824c37d5  in FUN_1824c37ac @ 0x1824c37ac
  READ from 0x1824c3a62  in FUN_1824c3a38 @ 0x1824c3a38
  READ from 0x1824c6e77  in FUN_1824c6e20 @ 0x1824c6e20
  READ from 0x1824c6e9c  in FUN_1824c6e20 @ 0x1824c6e20
  READ from 0x1824c6ec6  in FUN_1824c6e20 @ 0x1824c6e20
  READ from 0x1824c6fd6  in FUN_1824c6f6c @ 0x1824c6f6c
  READ from 0x1824c6ffb  in FUN_1824c6f6c @ 0x1824c6f6c
  READ from 0x1824c702c  in FUN_1824c6f6c @ 0x1824c6f6c
  READ from 0x1824c713a  in FUN_1824c70d0 @ 0x1824c70d0
  READ from 0x1824c715f  in FUN_1824c70d0 @ 0x1824c70d0
  READ from 0x1824c7190  in FUN_1824c70d0 @ 0x1824c70d0
  READ from 0x1824c729e  in FUN_1824c7234 @ 0x1824c7234
  READ from 0x1824c72c3  in FUN_1824c7234 @ 0x1824c7234
  READ from 0x1824c72f4  in FUN_1824c7234 @ 0x1824c7234
  READ from 0x1824fa26b  in FUN_1824fa244 @ 0x1824fa244
  READ from 0x1824fa28d  in FUN_1824fa244 @ 0x1824fa244
  READ from 0x1824fa2ba  in FUN_1824fa244 @ 0x1824fa244
  READ from 0x18250c7db  in FUN_18250c754 @ 0x18250c754
  READ from 0x18250c86d  in FUN_18250c754 @ 0x18250c754
  READ from 0x18250c8cb  in FUN_18250c754 @ 0x18250c754
  READ from 0x18250c8fc  in FUN_18250c754 @ 0x18250c754
  READ from 0x18250c953  in FUN_18250c754 @ 0x18250c754
  READ from 0x18250c97c  in FUN_18250c754 @ 0x18250c754
  READ from 0x18250ca3a  in FUN_18250c754 @ 0x18250c754
  READ from 0x18250ca90  in FUN_18250c754 @ 0x18250c754
  READ from 0x1825194e6  in FUN_182519490 @ 0x182519490
  READ from 0x18251a718  in FUN_18251a690 @ 0x18251a690
  READ from 0x18251a30f  in FUN_18251a2f8 @ 0x18251a2f8
  READ from 0x182519fa1  in FUN_182519f94 @ 0x182519f94
  READ from 0x1825199c8  in FUN_182519998 @ 0x182519998
  READ from 0x182519aa9  in FUN_182519998 @ 0x182519998
  READ from 0x182519b35  in FUN_182519998 @ 0x182519998
  READ from 0x1825cec3b  in FUN_1825cec20 @ 0x1825cec20
  READ from 0x1827485f9  in FUN_1827485c8 @ 0x1827485c8
  READ from 0x182f3cc84  in FUN_182f3cc34 @ 0x182f3cc34
  READ from 0x182f5821f  in FUN_182f581f0 @ 0x182f581f0
  READ from 0x182f6b1b8  in FUN_182f6b174 @ 0x182f6b174
  READ from 0x182fdcea1  in FUN_182fdcde0 @ 0x182fdcde0
  READ from 0x182fec4cc  in FUN_182fec438 @ 0x182fec438
  READ from 0x18300d882  in FUN_18300d854 @ 0x18300d854
  READ from 0x182ffe591  in FUN_182ffe504 @ 0x182ffe504
  READ from 0x183416dab  in FUN_183416d7c @ 0x183416d7c
  READ from 0x1834950b0  in FUN_183495068 @ 0x183495068
  READ from 0x18352b8d6  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352b8f4  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352b919  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352b936  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352b94c  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352b98d  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352b9d0  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352ba11  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352bad2  in FUN_18352b878 @ 0x18352b878
  READ from 0x18352bae5  in FUN_18352b878 @ 0x18352b878
  READ from 0x18355ebeb  in FUN_18355ebd8 @ 0x18355ebd8
  READ from 0x18356bae8  in FUN_18356b984 @ 0x18356b984
  READ from 0x183575f4d  in FUN_183575e00 @ 0x183575e00
  READ from 0x183582186  in FUN_183582124 @ 0x183582124
  READ from 0x1836f2925  in FUN_1836f28e8 @ 0x1836f28e8
  READ from 0x1836f295d  in FUN_1836f28e8 @ 0x1836f28e8
  READ from 0x1836f2a79  in FUN_1836f28e8 @ 0x1836f28e8
  READ from 0x183637d46  in FUN_183637c50 @ 0x183637c50
  READ from 0x1836a943e  in FUN_1836a940c @ 0x1836a940c
  READ from 0x1836b7dee  in FUN_1836b7db0 @ 0x1836b7db0
  READ from 0x1837073a9  in FUN_18370736c @ 0x18370736c
  READ from 0x183707671  in FUN_183707608 @ 0x183707608
  READ from 0x1837076b0  in FUN_183707608 @ 0x183707608
  READ from 0x1837076f1  in FUN_183707608 @ 0x183707608
  READ from 0x1837078a9  in FUN_18370783c @ 0x18370783c
  READ from 0x1837078f9  in FUN_18370783c @ 0x18370783c
  READ from 0x18370cc58  in FUN_18370cc24 @ 0x18370cc24
  READ from 0x18370ce7c  in FUN_18370cc24 @ 0x18370cc24
  READ from 0x18370ce9c  in FUN_18370cc24 @ 0x18370cc24
  READ from 0x18370ac77  in FUN_18370abc8 @ 0x18370abc8
  READ from 0x183711e80  in FUN_183711e6c @ 0x183711e6c
  READ from 0x183711f93  in FUN_183711f68 @ 0x183711f68
  READ from 0x183712ae5  in FUN_183712acc @ 0x183712acc
  READ from 0x18370fa7b  in FUN_18370fa3c @ 0x18370fa3c
  READ from 0x18370c478  in FUN_18370c410 @ 0x18370c410
  READ from 0x18370c56c  in FUN_18370c410 @ 0x18370c410
  READ from 0x183712870  in FUN_183712858 @ 0x183712858
  READ from 0x183716999  in FUN_183716984 @ 0x183716984
  READ from 0x18370d04a  in FUN_18370d020 @ 0x18370d020
  READ from 0x18370f3c1  in FUN_18370f3a0 @ 0x18370f3a0
  READ from 0x18370f3df  in FUN_18370f3a0 @ 0x18370f3a0
  READ from 0x183718a46  in FUN_183718a10 @ 0x183718a10
  READ from 0x18371962e  in FUN_183719608 @ 0x183719608
  READ from 0x18373507a  in FUN_183735030 @ 0x183735030
  READ from 0x1837350d6  in FUN_183735030 @ 0x183735030
  READ from 0x183976b73  in FUN_183976b4c @ 0x183976b4c
  READ from 0x18399d863  in FUN_18399d838 @ 0x18399d838
  READ from 0x18399d8da  in FUN_18399d838 @ 0x18399d838
  READ from 0x1839a82e2  in FUN_1839a82dc @ 0x1839a82dc
  READ from 0x1839a889e  in FUN_1839a883c @ 0x1839a883c
  READ from 0x1839d377d  in FUN_1839d3764 @ 0x1839d3764
  READ from 0x1839d37d9  in FUN_1839d3764 @ 0x1839d3764
  READ from 0x1839d3890  in FUN_1839d3764 @ 0x1839d3764
  READ from 0x1839d7983  in FUN_1839d78b4 @ 0x1839d78b4
  READ from 0x180a70fc4  in FUN_180a70fc4 @ 0x180a70fc4
  READ from 0x1806ebf20  in FUN_1806ebf20 @ 0x1806ebf20
  READ from 0x18244026c  in FUN_18244026c @ 0x18244026c
  READ from 0x182440258  in FUN_182440258 @ 0x182440258
  READ from 0x1809b6ee4  in FUN_1809b6ee4 @ 0x1809b6ee4
  READ from 0x181ab3ef0  in FUN_181ab3ef0 @ 0x181ab3ef0
  READ from 0x1819e056b  in (none)

=== functions writing DAT_18492b850 (decompiled) ===

=== CCryPak vtable @ 0x183A95FA8 slot at +0x1f8 / +0x200 / +0x208 (for compare) ===
  CCryPak +0x1f8 -> 0x180973058
  CCryPak +0x200 -> 0x18041d640
  CCryPak +0x208 -> 0x18097383c

(CCryPak slot14 ForEachFile = 0x18241d2e8 @ +0x70; slot101 FindFirst = 0x180973294 @ +0x328)

========== done ==========
